productores,titulo,pais,votos,votacion,nota
Castle Rock Entertainment,El cazador de sueños ,Estados Unidos,17623.0,4.4,4
Village Roadshow,El cazador de sueños ,Estados Unidos,17623.0,4.4,4
NPV Entertainment,El cazador de sueños ,Estados Unidos,17623.0,4.4,4
Paramount Pictures,Escuela de rock ,Estados Unidos,30229.0,5.7,4
ACH,La magia de Santa Claus ,Estados Unidos,42.0,3.7,4
Medien Capital Treuhand,La magia de Santa Claus ,Estados Unidos,42.0,3.7,4
Regent Entertainment,La magia de Santa Claus ,Estados Unidos,42.0,3.7,4
Warner Bros.,Un paseo para recordar ,Estados Unidos,25413.0,6.5,4
Columbia Pictures,Adaptation. El ladrón de orquídeas ,Estados Unidos,42097.0,7.1,4
Intermedia Films,Adaptation. El ladrón de orquídeas ,Estados Unidos,42097.0,7.1,4
Touchstone Pictures,Señales ,Estados Unidos,56629.0,5.9,4
Blinding Edge Pictures,Señales ,Estados Unidos,56629.0,5.9,4
The Kennedy/Marshall Company,Señales ,Estados Unidos,56629.0,5.9,4
Buena Vista Pictures,Señales ,Estados Unidos,56629.0,5.9,4
Universal Pictures,El rey escorpión ,Estados Unidos,18775.0,4.4,4
Alphaville Films,El rey escorpión ,Estados Unidos,18775.0,4.4,4
BT Film,El rey escorpión ,Estados Unidos,18775.0,4.4,4
Kalima Productions GmbH & Co. KG,El rey escorpión ,Estados Unidos,18775.0,4.4,4
WWE Studios,El rey escorpión ,Estados Unidos,18775.0,4.4,4
Universal Pictures,El rey escorpión ,Estados Unidos,18775.0,4.4,4
Warner Bros.,La máquina del tiempo ,Estados Unidos,18938.0,5.1,4
DreamWorks SKG,La máquina del tiempo ,Estados Unidos,18938.0,5.1,4
Paramount Pictures,"Jackass, la película ",Estados Unidos,14591.0,5.0,4
MTV Films,"Jackass, la película ",Estados Unidos,14591.0,5.0,4
Working Title Films,El diario de Bridget Jones ,Reino Unido,95434.0,6.3,4
Universal Pictures,El diario de Bridget Jones ,Reino Unido,95434.0,6.3,4
Studiocanal,El diario de Bridget Jones ,Reino Unido,95434.0,6.3,4
Miramax,El diario de Bridget Jones ,Reino Unido,95434.0,6.3,4
Little Bird,El diario de Bridget Jones ,Reino Unido,95434.0,6.3,4
Amiguetes Entertainment,Torrente 2: Misión en Marbella ,España,49574.0,5.3,4
Universal Pictures,Jurassic Park III (Parque Jurásico III) ,Estados Unidos,33538.0,4.8,4
Amblin Entertainment,Jurassic Park III (Parque Jurásico III) ,Estados Unidos,33538.0,4.8,4
Wayans Bros. Entertainment,Scary Movie ,Estados Unidos,110576.0,5.2,4
Gold-Miller,Scary Movie ,Estados Unidos,110576.0,5.2,4
Brad Grey Pictures,Scary Movie ,Estados Unidos,110576.0,5.2,4
Dimension Films,Scary Movie ,Estados Unidos,110576.0,5.2,4
Alliance Atlantis Communications,Scary Movie ,Estados Unidos,110576.0,5.2,4
Figment Film,La playa ,Reino Unido,42553.0,5.6,4
20th Century Fox,La playa ,Reino Unido,42553.0,5.6,4
New Line Cinema,Destino final ,Estados Unidos,60097.0,5.6,4
Sogedasa,Manolito Gafotas ,España,14039.0,5.2,4
Castelao Productions,Manolito Gafotas ,España,14039.0,5.2,4
Universal Pictures,La momia ,Estados Unidos,70365.0,6.2,4
"""D'Ocon Films""",TPH Club (Serie de TV),España,83.0,4.3,4
RTVE,TPH Club (Serie de TV),España,83.0,4.3,4
Artisan Entertainment,El proyecto de la bruja de Blair ,Estados Unidos,97610.0,5.1,4
Haxan Films,El proyecto de la bruja de Blair ,Estados Unidos,97610.0,5.1,4
Walt Disney Pictures,Tritón por accidente (Cumpleaños mutante) (TV),Estados Unidos,120.0,3.9,4
Dream City Films,Tritón por accidente (Cumpleaños mutante) (TV),Estados Unidos,120.0,3.9,4
Mike Jacobs Jr. Productions,Tritón por accidente (Cumpleaños mutante) (TV),Estados Unidos,120.0,3.9,4
Utica Productions Inc,Tritón por accidente (Cumpleaños mutante) (TV),Estados Unidos,120.0,3.9,4
Disney Channel,Tritón por accidente (Cumpleaños mutante) (TV),Estados Unidos,120.0,3.9,4
Universal Pictures,Pequeños guerreros ,Estados Unidos,19279.0,5.6,4
DreamWorks SKG,Pequeños guerreros ,Estados Unidos,19279.0,5.6,4
Oriental Light and Magic (OLM),Pokémon: La película ,Japón,8901.0,4.9,4
Shogakukan-Shueisha Productions,Pokémon: La película ,Japón,8901.0,4.9,4
TV Tokyo,Pokémon: La película ,Japón,8901.0,4.9,4
Nintendo,Pokémon: La película ,Japón,8901.0,4.9,4
Media Factory,Pokémon: La película ,Japón,8901.0,4.9,4
Game Freak Inc.,Pokémon: La película ,Japón,8901.0,4.9,4
4Kids,Pokémon: La película ,Japón,8901.0,4.9,4
Pikachu Project,Pokémon: La película ,Japón,8901.0,4.9,4
Walt Disney Pictures,El rey león 2: El tesoro de Simba ,Estados Unidos,12891.0,5.7,4
DisneyToon Studios,El rey león 2: El tesoro de Simba ,Estados Unidos,12891.0,5.7,4
Spelling Television,Embrujadas (Serie de TV),Estados Unidos,21626.0,5.0,4
Northshore Productions,Embrujadas (Serie de TV),Estados Unidos,21626.0,5.0,4
Viacom Productions,Embrujadas (Serie de TV),Estados Unidos,21626.0,5.0,4
Paramount Pictures,Embrujadas (Serie de TV),Estados Unidos,21626.0,5.0,4
Warner Bros. Television,Embrujadas (Serie de TV),Estados Unidos,21626.0,5.0,4
Darren Star Productions,Sexo en Nueva York (Serie de TV),Estados Unidos,54705.0,6.3,4
HBO,Sexo en Nueva York (Serie de TV),Estados Unidos,54705.0,6.3,4
Sex and the City Productions,Sexo en Nueva York (Serie de TV),Estados Unidos,54705.0,6.3,4
HBO,Sexo en Nueva York (Serie de TV),Estados Unidos,54705.0,6.3,4
Universal Cartoon Studios,En Busca del Valle Encantado VI: El Secreto de la Roca del Saurio ,Estados Unidos,1020.0,4.7,4
20th Century Fox,Anastasia ,Estados Unidos,20665.0,6.4,4
Asymetrical Production,Carretera perdida ,Estados Unidos,31806.0,7.4,4
Ciby 2000,Carretera perdida ,Estados Unidos,31806.0,7.4,4
October Films,Carretera perdida ,Estados Unidos,31806.0,7.4,4
Warner Bros.,Liberad a Willy 3. El rescate ,Estados Unidos,3155.0,3.4,4
Columbia Pictures,Men in Black (Hombres de negro) ,Estados Unidos,139755.0,6.2,4
Amblin Entertainment,Men in Black (Hombres de negro) ,Estados Unidos,139755.0,6.2,4
Parkes+MacDonald Image Nation,Men in Black (Hombres de negro) ,Estados Unidos,139755.0,6.2,4
Columbia Pictures,Men in Black (Hombres de negro) ,Estados Unidos,139755.0,6.2,4
Universal Pictures,Daylight (Pánico en el túnel) ,Estados Unidos,21038.0,4.8,4
Warner Bros.,Mars Attacks! ,Estados Unidos,97602.0,5.7,4
Tim Burton Productions,Mars Attacks! ,Estados Unidos,97602.0,5.7,4
Tim Burton Productions,Mars Attacks! ,Estados Unidos,97602.0,5.7,4
Buena Vista Pictures,101 dálmatas. ¡Más vivos que nunca! ,Estados Unidos,16564.0,4.6,4
Universal Animation Studios,En busca del Valle Encantado IV: Viaje a la tierra de las brumas ,Estados Unidos,1481.0,4.6,4
Universal Home Video,En busca del Valle Encantado IV: Viaje a la tierra de las brumas ,Estados Unidos,1481.0,4.6,4
Bandai Visual,Ghost in the Shell ,Japón,36218.0,7.5,4
Kodansha,Ghost in the Shell ,Japón,36218.0,7.5,4
Manga Video,Ghost in the Shell ,Japón,36218.0,7.5,4
Production I.G,Ghost in the Shell ,Japón,36218.0,7.5,4
Universal Pictures Television,Hércules: Sus viajes legendarios (Serie de TV),Estados Unidos,10962.0,4.2,4
Renaissance Pictures,Hércules: Sus viajes legendarios (Serie de TV),Estados Unidos,10962.0,4.2,4
Pacific Renassaince Pictures,Hércules: Sus viajes legendarios (Serie de TV),Estados Unidos,10962.0,4.2,4
MCA Television,Hércules: Sus viajes legendarios (Serie de TV),Estados Unidos,10962.0,4.2,4
Sam Raimi,Hércules: Sus viajes legendarios (Serie de TV),Estados Unidos,10962.0,4.2,4
Universal Pictures,En busca del valle encantado II: Aventuras en el Gran Valle ,Estados Unidos,3689.0,4.8,4
USA Network,Una chica explosiva (Serie de TV),Estados Unidos,3694.0,4.8,4
Miramax,Clerks ,Estados Unidos,55601.0,7.4,4
View Askew Productions,Clerks ,Estados Unidos,55601.0,7.4,4
Kevin Smith,Clerks ,Estados Unidos,55601.0,7.4,4
20th Century Fox,Solo en casa 2: Perdido en Nueva York ,Estados Unidos,32871.0,5.2,4
Hughes Entertainment,Solo en casa 2: Perdido en Nueva York ,Estados Unidos,32871.0,5.2,4
Universal Pictures,Esencia de mujer ,Estados Unidos,28798.0,7.4,4
City Light Films,Esencia de mujer ,Estados Unidos,28798.0,7.4,4
Aiete Films,El rey pasmado ,España,5125.0,5.7,4
Ariane,El rey pasmado ,España,5125.0,5.7,4
UGC Images,Delicatessen ,Francia,44225.0,7.2,4
Hachette Première et Cie,Delicatessen ,Francia,44225.0,7.2,4
Universal Pictures,Este chico es un demonio ,Estados Unidos,15682.0,4.0,4
Warner Bros. Television,It - Eso (TV),Estados Unidos,18378.0,5.8,4
Walt Disney Pictures,La sirenita ,Estados Unidos,95704.0,6.7,4
Paramount Pictures,Indiana Jones y la última cruzada ,Estados Unidos,119560.0,7.8,4
Lucasfilm,Indiana Jones y la última cruzada ,Estados Unidos,119560.0,7.8,4
Columbia Pictures,Las nuevas aventuras de Pippi Calzaslargas ,Estados Unidos,365.0,4.4,4
Svensk Filmindustri (SF),Las nuevas aventuras de Pippi Calzaslargas ,Estados Unidos,365.0,4.4,4
Pixar Animation Studios,Tin Toy (C),Estados Unidos,4438.0,6.2,4
Cinema Group,El experimento Filadelfia ,Estados Unidos,4289.0,5.9,4
New Pictures,El experimento Filadelfia ,Estados Unidos,4289.0,5.9,4
John Carpenter,El experimento Filadelfia ,Estados Unidos,4289.0,5.9,4
CFDC,San Valentín sangriento ,Canadá,1235.0,4.7,4
Famous Players,San Valentín sangriento ,Canadá,1235.0,4.7,4
Paramount Pictures,San Valentín sangriento ,Canadá,1235.0,4.7,4
Secret Films,San Valentín sangriento ,Canadá,1235.0,4.7,4
Paramount Pictures,En busca del arca perdida ,Estados Unidos,133830.0,7.8,4
Lucasfilm,En busca del arca perdida ,Estados Unidos,133830.0,7.8,4
Paramount Pictures,Viernes 13 ,Estados Unidos,35749.0,5.8,4
Nippon Animation,Las aventuras de la abeja Maya (Serie de TV),Japón,8691.0,5.4,4
Zuiyo,Las aventuras de la abeja Maya (Serie de TV),Japón,8691.0,5.4,4
Soyuzmultfilm,Erizo en la niebla (C),Unión Soviética (URSS),2209.0,7.1,4
20th Century Fox,La aventura del Poseidón ,Estados Unidos,6470.0,6.6,4
Daniel Melnick,Perros de paja ,Reino Unido,22148.0,7.5,4
ABC Pictures,Perros de paja ,Reino Unido,22148.0,7.5,4
Metro-Goldwyn-Mayer (MGM),El tiempo en sus manos ,Estados Unidos,9344.0,7.2,4
Hanna-Barbera Productions,Los Picapiedra (Serie de TV),Estados Unidos,34135.0,6.3,4
Daiei Studios,Rashomon ,Japón,21299.0,8.1,4
Walt Disney Productions,La cenicienta ,Estados Unidos,30318.0,6.6,4
Walt Disney Productions,La isla del tesoro ,Reino Unido,1178.0,6.2,4
Walt Disney Productions,Dumbo ,Estados Unidos,81344.0,6.8,4
Metro-Goldwyn-Mayer (MGM),El mago de Oz ,Estados Unidos,55382.0,7.4,4
Mervyn LeRoy,El mago de Oz ,Estados Unidos,55382.0,7.4,4
Tobis Filmkunst,"Vampyr, la bruja vampiro ",Alemania,4969.0,7.4,4
Vereinigte Star-Film GmbH,"Vampyr, la bruja vampiro ",Alemania,4969.0,7.4,4
Luis Buñuel,Un perro andaluz (C),Francia,28057.0,7.4,4
A. Khanzhonkov & C° A/O,The Insects' Christmas (C),Rusia,335.0,5.9,4
Legendary Pictures,La matanza de Texas ,Estados Unidos,4952.0,4.4,3
Bad Hombre,La matanza de Texas ,Estados Unidos,4952.0,4.4,3
Exurbia Films,La matanza de Texas ,Estados Unidos,4952.0,4.4,3
Fede Álvarez,La matanza de Texas ,Estados Unidos,4952.0,4.4,3
Netflix,La matanza de Texas ,Estados Unidos,4952.0,4.4,3
Minoria Absoluta,Smiley (Miniserie de TV),España,2655.0,6.4,3
Netflix,Smiley (Miniserie de TV),España,2655.0,6.4,3
Inaudita,Zerø ,España,122.0,5.2,3
Nemesis Media,Zerø ,España,122.0,5.2,3
Filmnation Entertainment,La cabaña siniestra ,Reino Unido,3232.0,5.9,3
Hammer Productions,La cabaña siniestra ,Reino Unido,3232.0,5.9,3
Neon,La cabaña siniestra ,Reino Unido,3232.0,5.9,3
VVS Films,La cabaña siniestra ,Reino Unido,3232.0,5.9,3
Álex Rey,La importancia de llamarse Amancio (C),España,86.0,4.6,3
Notodofilmfest,La importancia de llamarse Amancio (C),España,86.0,4.6,3
arte France Cinéma,Climax ,Francia,9527.0,6.6,3
Rectangle Productions,Climax ,Francia,9527.0,6.6,3
Wild Bunch,Climax ,Francia,9527.0,6.6,3
Les Cinemas de la zone,Climax ,Francia,9527.0,6.6,3
Eskwad,Climax ,Francia,9527.0,6.6,3
KNM,Climax ,Francia,9527.0,6.6,3
Artemis Productions,Climax ,Francia,9527.0,6.6,3
Vice Films,Climax ,Francia,9527.0,6.6,3
CNC,Climax ,Francia,9527.0,6.6,3
Sacem,Climax ,Francia,9527.0,6.6,3
VOO,Climax ,Francia,9527.0,6.6,3
BE TV,Climax ,Francia,9527.0,6.6,3
Shelter Prod,Climax ,Francia,9527.0,6.6,3
Taxshelter. be,Climax ,Francia,9527.0,6.6,3
Cinéventure,Climax ,Francia,9527.0,6.6,3
Mandeville Productions,La bella y la bestia ,Estados Unidos,25244.0,6.4,3
Walt Disney Pictures,La bella y la bestia ,Estados Unidos,25244.0,6.4,3
Intrepid Pictures,Somnia. Dentro de tus sueños ,Estados Unidos,3719.0,5.3,3
Demarest Films,Somnia. Dentro de tus sueños ,Estados Unidos,3719.0,5.3,3
MICA Entertainment,Somnia. Dentro de tus sueños ,Estados Unidos,3719.0,5.3,3
20th Century Fox,El extraño ,Corea del Sur,9663.0,6.5,3
Ivanhoe Pictures,El extraño ,Corea del Sur,9663.0,6.5,3
Side Mirror,El extraño ,Corea del Sur,9663.0,6.5,3
Lionsgate,Dirty Grandpa ,Estados Unidos,2267.0,4.2,3
Block Entertainment,Dirty Grandpa ,Estados Unidos,2267.0,4.2,3
QED International,Dirty Grandpa ,Estados Unidos,2267.0,4.2,3
Josephson Entertainment,Dirty Grandpa ,Estados Unidos,2267.0,4.2,3
"""Ninjas Runnin' Wild Productions""",Dirty Grandpa ,Estados Unidos,2267.0,4.2,3
Covert Media,Dirty Grandpa ,Estados Unidos,2267.0,4.2,3
Lionsgate,Ahora me ves 2 ,Estados Unidos,13918.0,5.1,3
Summit Entertainment,Ahora me ves 2 ,Estados Unidos,13918.0,5.1,3
Münchhausen Productions,Lake Bodom ,Finlandia,1537.0,4.2,3
Don Films,Lake Bodom ,Finlandia,1537.0,4.2,3
Occupant Films,The Hallow ,Irlanda,971.0,5.1,3
Hyperion Media Group,The Hallow ,Irlanda,971.0,5.1,3
Altus Media,The Hallow ,Irlanda,971.0,5.1,3
The Electric Shadow Company,The Hallow ,Irlanda,971.0,5.1,3
Fantastic Films,The Hallow ,Irlanda,971.0,5.1,3
Prescience,The Hallow ,Irlanda,971.0,5.1,3
Bord Scannán Na Héireann,The Hallow ,Irlanda,971.0,5.1,3
Altitude Film Entertainment,The Hallow ,Irlanda,971.0,5.1,3
Hallow Films,The Hallow ,Irlanda,971.0,5.1,3
Legendary Pictures,Godzilla ,Estados Unidos,22493.0,5.0,3
Warner Bros.,Godzilla ,Estados Unidos,22493.0,5.0,3
Gaumont,Solo Dios perdona ,Francia,14576.0,5.2,3
Wild Bunch,Solo Dios perdona ,Francia,14576.0,5.2,3
Film I Väst,Solo Dios perdona ,Francia,14576.0,5.2,3
Bold Films,Solo Dios perdona ,Francia,14576.0,5.2,3
Elle Driver,Miss Violence ,Grecia,1628.0,6.7,3
Two Thirty Five,Miss Violence ,Grecia,1628.0,6.7,3
Faliro House,Miss Violence ,Grecia,1628.0,6.7,3
Plays2place Productions,Miss Violence ,Grecia,1628.0,6.7,3
La Fiesta Producciones,Cuerdas (C),España,7880.0,7.0,3
De Milo Productions,Mamá ,Canadá,30126.0,5.3,3
Toma 78,Mamá ,Canadá,30126.0,5.3,3
Universal Pictures,Mamá ,Canadá,30126.0,5.3,3
Guillermo del Toro,Mamá ,Canadá,30126.0,5.3,3
Universal Pictures,Mamá ,Canadá,30126.0,5.3,3
20th Century Fox,La vida secreta de Walter Mitty ,Estados Unidos,30132.0,6.2,3
Red House Entertainment,La vida secreta de Walter Mitty ,Estados Unidos,30132.0,6.2,3
Truenorth Productions,La vida secreta de Walter Mitty ,Estados Unidos,30132.0,6.2,3
Millennium Films,El chico del periódico ,Estados Unidos,4350.0,5.1,3
Nu Image Films,El chico del periódico ,Estados Unidos,4350.0,5.1,3
Lee Daniels,El chico del periódico ,Estados Unidos,4350.0,5.1,3
MK2 Productions,En la carretera ,Francia,4315.0,5.2,3
Vanguard Films,En la carretera ,Francia,4315.0,5.2,3
American Zoetrope,En la carretera ,Francia,4315.0,5.2,3
Ciné+,En la carretera ,Francia,4315.0,5.2,3
Jerry Leider Company,En la carretera ,Francia,4315.0,5.2,3
Film4 Productions,En la carretera ,Francia,4315.0,5.2,3
Canal+,En la carretera ,Francia,4315.0,5.2,3
France 2 Cinema,En la carretera ,Francia,4315.0,5.2,3
Zeta Cinema,Tengo ganas de ti ,España,13226.0,4.8,3
Antena 3 Films,Tengo ganas de ti ,España,13226.0,4.8,3
Cangrejo Films,Tengo ganas de ti ,España,13226.0,4.8,3
Globomedia,Tengo ganas de ti ,España,13226.0,4.8,3
,Guilt (C),Noruega,28.0,4.1,3
Filmnation Entertainment,Atrapados en Chernóbil ,Estados Unidos,6133.0,4.2,3
Columbia Pictures,Invasión a la Tierra ,Estados Unidos,15816.0,5.0,3
Original Film,Invasión a la Tierra ,Estados Unidos,15816.0,5.0,3
Theatre Junkies,Shuffle ,Estados Unidos,244.0,6.2,3
Zeta Cinema,Lo contrario al amor ,España,5347.0,4.8,3
Antena 3 Films,Lo contrario al amor ,España,5347.0,4.8,3
Paramount Pictures,Capitán América: El primer vengador ,Estados Unidos,57241.0,5.8,3
Marvel Entertainment,Capitán América: El primer vengador ,Estados Unidos,57241.0,5.8,3
Marvel Studios,Capitán América: El primer vengador ,Estados Unidos,57241.0,5.8,3
Lionsgate,Killers ,Estados Unidos,8988.0,4.2,3
Film Fund FUZZ,Troll Hunter ,Noruega,7077.0,5.7,3
Filmkameratene A/S,Troll Hunter ,Noruega,7077.0,5.7,3
20th Century Fox,Imparable ,Estados Unidos,17099.0,5.7,3
Prospect Park,Imparable ,Estados Unidos,17099.0,5.7,3
Scott Free Productions,Imparable ,Estados Unidos,17099.0,5.7,3
Sony Pictures Entertainment (SPE),El plan B ,Estados Unidos,5783.0,4.5,3
Escape Artists,El plan B ,Estados Unidos,5783.0,4.5,3
CBS Films,El plan B ,Estados Unidos,5783.0,4.5,3
BenderSpink,Tenías que ser tú ,Estados Unidos,8314.0,5.3,3
Octagon Films,Tenías que ser tú ,Estados Unidos,8314.0,5.3,3
Spyglass Entertainment,Tenías que ser tú ,Estados Unidos,8314.0,5.3,3
Universal Pictures,Tenías que ser tú ,Estados Unidos,8314.0,5.3,3
Six Entertainment,The Human Centipede (First Sequence) ,Países Bajos (Holanda),15205.0,5.1,3
Telecinco Cinema,Spanish Movie ,España,22168.0,3.7,3
Think Studio,Spanish Movie ,España,22168.0,3.7,3
,The Box ,Estados Unidos,15656.0,4.8,3
Telespan 2000,Pagafantas ,España,42541.0,5.5,3
Antena 3 Films,Pagafantas ,España,42541.0,5.5,3
Sayaka Producciones,Pagafantas ,España,42541.0,5.5,3
ETB,Pagafantas ,España,42541.0,5.5,3
Vertice 360,Pagafantas ,España,42541.0,5.5,3
Canal+ España,Pagafantas ,España,42541.0,5.5,3
Summit Entertainment,Hermandad de sangre (Sorority Row) ,Estados Unidos,3489.0,4.0,3
Summit Entertainment,La saga Crepúsculo: Luna nueva ,Estados Unidos,38096.0,4.6,3
Imprint Entertainment,La saga Crepúsculo: Luna nueva ,Estados Unidos,38096.0,4.6,3
Maverick Films,La saga Crepúsculo: Luna nueva ,Estados Unidos,38096.0,4.6,3
Temple Hill Entertainment,La saga Crepúsculo: Luna nueva ,Estados Unidos,38096.0,4.6,3
Sunswept Entertainment,La saga Crepúsculo: Luna nueva ,Estados Unidos,38096.0,4.6,3
Disney Channel,Camp Rock (TV),Estados Unidos,4565.0,3.9,3
Alan Sacks Productions,Camp Rock (TV),Estados Unidos,4565.0,3.9,3
Touchstone Pictures,Street Dance (Step Up 2 the Streets) ,Estados Unidos,6459.0,5.6,3
Summit Entertainment,Street Dance (Step Up 2 the Streets) ,Estados Unidos,6459.0,5.6,3
Offspring Entertainment,Street Dance (Step Up 2 the Streets) ,Estados Unidos,6459.0,5.6,3
Filmax,Transsiberian ,Reino Unido,12420.0,5.8,3
Lietuvos Kinostudija,Transsiberian ,Reino Unido,12420.0,5.8,3
Scout Productions,Transsiberian ,Reino Unido,12420.0,5.8,3
U.F.A,Transsiberian ,Reino Unido,12420.0,5.8,3
Lifetime,El guardián de la memoria (TV),Estados Unidos,735.0,5.4,3
Canónigo Films,Diario de una ninfómana ,España,10022.0,5.0,3
Filmax,Diario de una ninfómana ,España,10022.0,5.0,3
Dimension Films,1408 ,Estados Unidos,27404.0,5.8,3
Metro-Goldwyn-Mayer (MGM),1408 ,Estados Unidos,27404.0,5.8,3
Universal Pictures,Sigo como Dios ,Estados Unidos,16744.0,4.2,3
Spyglass Entertainment,Sigo como Dios ,Estados Unidos,16744.0,4.2,3
Lionsgate,Saw IV ,Estados Unidos,22485.0,5.5,3
Twisted Pictures,Saw IV ,Estados Unidos,22485.0,5.5,3
James Wan,Saw IV ,Estados Unidos,22485.0,5.5,3
New Line Cinema,El número 23 ,Estados Unidos,29746.0,5.7,3
Bad Hat Harry Productions,Truco o trato: Terror en Halloween ,Estados Unidos,5837.0,5.5,3
Little Sam Films,Truco o trato: Terror en Halloween ,Estados Unidos,5837.0,5.5,3
Legendary Pictures,Truco o trato: Terror en Halloween ,Estados Unidos,5837.0,5.5,3
Warner Bros.,Truco o trato: Terror en Halloween ,Estados Unidos,5837.0,5.5,3
Universal Pictures,American Pie 5: Una fiesta de pelotas ,Estados Unidos,9149.0,4.2,3
Capital Arts Entertainment,American Pie 5: Una fiesta de pelotas ,Estados Unidos,9149.0,4.2,3
Rogue Pictures,American Pie 5: Una fiesta de pelotas ,Estados Unidos,9149.0,4.2,3
Reveal Entertainment,Dame 10 razones ,Estados Unidos,4080.0,5.2,3
Revelations Entertainment,Dame 10 razones ,Estados Unidos,4080.0,5.2,3
Mockingbird Pictures,Dame 10 razones ,Estados Unidos,4080.0,5.2,3
10 Items,Dame 10 razones ,Estados Unidos,4080.0,5.2,3
Salty Pictures,High School Musical (TV),Estados Unidos,12211.0,4.6,3
First Street Films,High School Musical (TV),Estados Unidos,12211.0,4.6,3
Disney Channel,High School Musical (TV),Estados Unidos,12211.0,4.6,3
New Line Cinema,Destino Final 3 ,Estados Unidos,15018.0,4.7,3
New Line Cinema,El efecto mariposa 2 ,Estados Unidos,5845.0,3.6,3
FilmEngine,El efecto mariposa 2 ,Estados Unidos,5845.0,3.6,3
BenderSpink,El efecto mariposa 2 ,Estados Unidos,5845.0,3.6,3
Lionsgate,Los ojos del mal (See No Evil) ,Estados Unidos,3006.0,4.3,3
Elemental Films,La leyenda del espantapájaros (C),España,2092.0,6.5,3
DreamWorks SKG,The Ring 2 (La señal 2) ,Estados Unidos,12588.0,5.0,3
BenderSpink,The Ring 2 (La señal 2) ,Estados Unidos,12588.0,5.0,3
True Crime Channel,Wolf Creek ,Australia,6918.0,5.5,3
Metro-Goldwyn-Mayer (MGM),Superagente Cody Banks 2: Destino Londres ,Estados Unidos,2002.0,3.4,3
Walt Disney Pictures,Princesa por sorpresa 2 ,Estados Unidos,9085.0,4.0,3
Columbia Pictures,50 primeras citas ,Estados Unidos,35070.0,6.0,3
Happy Madison Productions,50 primeras citas ,Estados Unidos,35070.0,6.0,3
Anonymous Content,50 primeras citas ,Estados Unidos,35070.0,6.0,3
Flower Films,50 primeras citas ,Estados Unidos,35070.0,6.0,3
Cattleya,Tres metros sobre el cielo ,Italia,2479.0,5.8,3
20th Century Fox,Garfield: La película ,Estados Unidos,17975.0,3.9,3
Playtone,Polar Express (El Expreso Polar) ,Estados Unidos,17777.0,5.8,3
ImageMovers,Polar Express (El Expreso Polar) ,Estados Unidos,17777.0,5.8,3
Golden Mean,Polar Express (El Expreso Polar) ,Estados Unidos,17777.0,5.8,3
Warner Bros.,Polar Express (El Expreso Polar) ,Estados Unidos,17777.0,5.8,3
Castle Rock Entertainment,Polar Express (El Expreso Polar) ,Estados Unidos,17777.0,5.8,3
20th Century Fox,Cuestión de pelotas ,Estados Unidos,15598.0,4.8,3
Brookwell-McNamara Entertainment,Mano a mano: La película (TV),Estados Unidos,32.0,3.9,3
Disney Channel,Mano a mano: La película (TV),Estados Unidos,32.0,3.9,3
Sony Pictures Entertainment (SPE),Los ángeles de Charlie: Al límite ,Estados Unidos,22637.0,3.5,3
Enrique Cerezo P.C.,El oro de Moscú ,España,17597.0,4.1,3
Metro-Goldwyn-Mayer (MGM),Superagente Cody Banks ,Estados Unidos,6197.0,3.6,3
Splendid Pictures,Superagente Cody Banks ,Estados Unidos,6197.0,3.6,3
Maverick Films,Superagente Cody Banks ,Estados Unidos,6197.0,3.6,3
Dylan Sellers Productions,Superagente Cody Banks ,Estados Unidos,6197.0,3.6,3
Madacy Entertainment,Superagente Cody Banks ,Estados Unidos,6197.0,3.6,3
Universal Pictures,American Pie 3: ¡Menuda boda! ,Estados Unidos,29350.0,5.1,3
Touchstone Pictures,Este cuerpo no es el mío ,Estados Unidos,20014.0,4.1,3
Constantin Film,Resident Evil ,Reino Unido,37159.0,5.8,3
Davis Films,Resident Evil ,Reino Unido,37159.0,5.8,3
Impact Pictures,Resident Evil ,Reino Unido,37159.0,5.8,3
New Legacy,Resident Evil ,Reino Unido,37159.0,5.8,3
Lionsgate,Cabin Fever ,Estados Unidos,6151.0,4.7,3
Columbia Pictures,La cosa más dulce ,Estados Unidos,18891.0,4.4,3
Konrad Pictures,La cosa más dulce ,Estados Unidos,18891.0,4.4,3
Troublemaker Studios,Spy Kids ,Estados Unidos,16790.0,3.8,3
Dimension Films,Spy Kids ,Estados Unidos,16790.0,3.8,3
Nippon Animation,"Marcelino, pan y vino (Serie de TV)",España,924.0,3.6,3
PMMP,"Marcelino, pan y vino (Serie de TV)",España,924.0,3.6,3
TF1,"Marcelino, pan y vino (Serie de TV)",España,924.0,3.6,3
Viptoons,"Marcelino, pan y vino (Serie de TV)",España,924.0,3.6,3
Estudios Moro,"Marcelino, pan y vino (Serie de TV)",España,924.0,3.6,3
Universal Pictures,American Pie 2 ,Estados Unidos,34378.0,5.5,3
Dimension Films,Scary Movie 2 ,Estados Unidos,27495.0,4.5,3
Wayans Bros. Entertainment,Scary Movie 2 ,Estados Unidos,27495.0,4.5,3
20th Century Fox,Amor ciego ,Estados Unidos,27669.0,5.0,3
Bitter Films,Rejected (C),Estados Unidos,1990.0,6.4,3
Imagine Entertainment,El Grinch ,Estados Unidos,20880.0,4.4,3
Universal Pictures,El Grinch ,Estados Unidos,20880.0,4.4,3
Columbia Pictures,Los ángeles de Charlie ,Estados Unidos,32265.0,3.9,3
Tall Trees,Los ángeles de Charlie ,Estados Unidos,32265.0,3.9,3
