productores,titulo,votos,votacion,nota
Digital Graphics,La canción del mar ,9943.0,7.6,8
Blacklab Entertainment,Predestination ,19341.0,6.4,8
Screen Australia,Predestination ,19341.0,6.4,8
Wolfhound Pictures,Predestination ,19341.0,6.4,8
Bold Films,Nightcrawler ,43566.0,7.3,8
Open Road Films,Nightcrawler ,43566.0,7.3,8
Cartoon Network,Más allá del jardín (Miniserie de TV),6141.0,8.0,8
Warner Bros. Television,Más allá del jardín (Miniserie de TV),6141.0,8.0,8
Channel 4,Utopia (Serie de TV),21372.0,7.6,8
Alcon Entertainment,Prisioneros ,60268.0,7.6,8
8:38 Productions,Prisioneros ,60268.0,7.6,8
Madhouse Entertainment,Prisioneros ,60268.0,7.6,8
Warner Bros.,Prisioneros ,60268.0,7.6,8
Channel 4,Black Mirror: Oso blanco (TV),32062.0,7.4,8
Sony Pictures Classics,Antes del anochecer ,26625.0,7.3,8
Castle Rock Entertainment,Antes del anochecer ,26625.0,7.3,8
Hyrax Films,Términos y condiciones de uso ,261.0,6.9,8
Topiary Productions,Términos y condiciones de uso ,261.0,6.9,8
Lionsgate,Los juegos del hambre: En llamas ,57204.0,6.4,8
Color Force,Los juegos del hambre: En llamas ,57204.0,6.4,8
Channel 4,Black Mirror: Ahora mismo vuelvo (TV),36162.0,7.4,8
The Weinstein Company,El lado bueno de las cosas ,65128.0,6.6,8
Universal Pictures,Los miserables ,43455.0,7.2,8
Working Title Films,Los miserables ,43455.0,7.2,8
Relativity Studios,Los miserables ,43455.0,7.2,8
PrimerFrame,El vendedor de humo (C),3905.0,6.7,8
Gracie Films,El día más largo de Maggie (C),6946.0,6.6,8
The Curiosity Company,El día más largo de Maggie (C),6946.0,6.6,8
Film Roman,El día más largo de Maggie (C),6946.0,6.6,8
20th Century Fox Animation,El día más largo de Maggie (C),6946.0,6.6,8
Mr. Mudd,Las ventajas de ser un marginado ,39404.0,7.1,8
Summit Entertainment,Las ventajas de ser un marginado ,39404.0,7.1,8
Lionsgate,Los juegos del hambre ,83322.0,6.2,8
Color Force,Los juegos del hambre ,83322.0,6.2,8
Fox Searchlight,Ruby Sparks ,19499.0,6.8,8
Bona Fide,Ruby Sparks ,19499.0,6.8,8
Artefacto producciones,El apóstol ,2477.0,6.7,8
Fox Searchlight,El árbol de la vida ,51696.0,5.9,8
River Road Entertainment,El árbol de la vida ,51696.0,5.9,8
Plan B Entertainment,El árbol de la vida ,51696.0,5.9,8
Brace Cove Productions,El árbol de la vida ,51696.0,5.9,8
DreamWorks SKG,Criadas y señoras ,50480.0,7.5,8
Lionsgate,La cabaña en el bosque ,33669.0,6.1,8
Mutant Enemy,La cabaña en el bosque ,33669.0,6.1,8
Joss Whedon,La cabaña en el bosque ,33669.0,6.1,8
Furnace,Todo y nada (Miniserie de TV),293.0,8.0,8
BBC,Todo y nada (Miniserie de TV),293.0,8.0,8
Paper Street Films,El profesor (Detachment) ,14461.0,6.9,8
Kingsgate Films,El profesor (Detachment) ,14461.0,6.9,8
Appian Way,El profesor (Detachment) ,14461.0,6.9,8
Bonanza Productions,Shameless (Serie de TV),16427.0,7.8,8
Warner Bros. Television,Shameless (Serie de TV),16427.0,7.8,8
Showtime,Shameless (Serie de TV),16427.0,7.8,8
Fox Searchlight,Nunca me abandones ,19412.0,6.5,8
DNA Films,Nunca me abandones ,19412.0,6.5,8
Film4 Productions,Nunca me abandones ,19412.0,6.5,8
100 Bares,El secreto de sus ojos ,86857.0,8.1,8
Tornasol Films,El secreto de sus ojos ,86857.0,8.1,8
Haddock Films,El secreto de sus ojos ,86857.0,8.1,8
Telefé,El secreto de sus ojos ,86857.0,8.1,8
RTVE,El secreto de sus ojos ,86857.0,8.1,8
Canal+ España,El secreto de sus ojos ,86857.0,8.1,8
Melodrama Pictures,Mary and Max ,23838.0,8.1,8
Pixar Animation Studios,Parcialmente nublado (C),17425.0,7.6,8
Universal Pictures,Malditos bastardos ,155603.0,7.8,8
The Weinstein Company,Malditos bastardos ,155603.0,7.8,8
Lawrence Bender,Malditos bastardos ,155603.0,7.8,8
Studio Babelsberg,Malditos bastardos ,155603.0,7.8,8
Wingnut Films,Distrito 9 ,81792.0,6.8,8
Key Creatives,Distrito 9 ,81792.0,6.8,8
Sony Pictures Entertainment (SPE),Distrito 9 ,81792.0,6.8,8
QED International,Distrito 9 ,81792.0,6.8,8
TriStar Pictures,Distrito 9 ,81792.0,6.8,8
Peter Jackson,Distrito 9 ,81792.0,6.8,8
Pixar Animation Studios,Up ,143066.0,7.9,8
Walt Disney Pictures,Up ,143066.0,7.9,8
Pixar Animation Studios,Presto (C),13322.0,7.5,8
EFTI,Déjame entrar ,59461.0,7.3,8
Walt Disney Pictures,WALL•E ,129027.0,7.9,8
Pixar Animation Studios,WALL•E ,129027.0,7.9,8
FortyFour Studios,WALL•E ,129027.0,7.9,8
Dark Prince,Skhizein (C),6735.0,7.5,8
Warner Bros.,Zodiac ,68516.0,6.8,8
Paramount Pictures,Zodiac ,68516.0,6.8,8
Phoenix Pictures,Zodiac ,68516.0,6.8,8
BBC Film,Promesas del este ,58367.0,7.4,8
Astral Media,Promesas del este ,58367.0,7.4,8
Corus Entertainment,Promesas del este ,58367.0,7.4,8
Téléfilm Canada,Promesas del este ,58367.0,7.4,8
Kudos Productions,Promesas del este ,58367.0,7.4,8
Serendipity Point Films,Promesas del este ,58367.0,7.4,8
Scion Films,Promesas del este ,58367.0,7.4,8
Shine Pictures,Promesas del este ,58367.0,7.4,8
Focus Features,Promesas del este ,58367.0,7.4,8
Universal Pictures,American Gangster ,77166.0,7.6,8
Imagine Entertainment,American Gangster ,77166.0,7.6,8
Relativity Studios,American Gangster ,77166.0,7.6,8
Scott Free Productions,American Gangster ,77166.0,7.6,8
Touchstone Pictures,El truco final (El prestigio) ,96108.0,7.4,8
Warner Bros.,El truco final (El prestigio) ,96108.0,7.4,8
El Deseo,Volver ,71652.0,7.1,8
Pixar Animation Studios,El hombre orquesta (C),8503.0,7.0,8
Dimension Films,Sin City (Ciudad del pecado) ,120650.0,7.4,8
Troublemaker Studios,Sin City (Ciudad del pecado) ,120650.0,7.4,8
Warner Bros.,V de Vendetta ,130936.0,7.5,8
Silver Pictures,V de Vendetta ,130936.0,7.5,8
DC Comics,V de Vendetta ,130936.0,7.5,8
Lilly Wachowski,V de Vendetta ,130936.0,7.5,8
Lana Wachowski,V de Vendetta ,130936.0,7.5,8
Hermanas Wachowski,V de Vendetta ,130936.0,7.5,8
Warner Bros.,V de Vendetta ,130936.0,7.5,8
Focus Features,Brokeback Mountain (En terreno vedado) ,78578.0,7.0,8
River Road Entertainment,Brokeback Mountain (En terreno vedado) ,78578.0,7.0,8
Good Machine,Brokeback Mountain (En terreno vedado) ,78578.0,7.0,8
Alberta Filmworks,Brokeback Mountain (En terreno vedado) ,78578.0,7.0,8
New Line Cinema,Una historia de violencia ,58701.0,7.1,8
BenderSpink,Una historia de violencia ,58701.0,7.1,8
Studio Ghibli,El castillo ambulante ,59390.0,7.8,8
Hayao Miyazaki,El castillo ambulante ,59390.0,7.8,8
New Line Cinema,El efecto mariposa ,105738.0,7.3,8
Warner Bros.,Million Dollar Baby ,166100.0,8.0,8
Lakeshore Entertainment,Million Dollar Baby ,166100.0,8.0,8
Malpaso Productions,Million Dollar Baby ,166100.0,8.0,8
Albert S. Ruddy Productions,Million Dollar Baby ,166100.0,8.0,8
Epsilon Motion Pictures,Million Dollar Baby ,166100.0,8.0,8
Studiocanal,Million Dollar Baby ,166100.0,8.0,8
DreamWorks SKG,Shrek 2 ,130973.0,7.0,8
Pacific Data Images (PDI),Shrek 2 ,130973.0,7.0,8
DreamWorks Animation,Shrek 2 ,130973.0,7.0,8
Castelao Productions,El maquinista ,54370.0,7.1,8
Galatée Films,Los chicos del coro ,84601.0,7.6,8
Pathé Renn Productions,Los chicos del coro ,84601.0,7.6,8
France 2 Cinema,Los chicos del coro ,84601.0,7.6,8
Novo Arturo Films,Los chicos del coro ,84601.0,7.6,8
CNC,Los chicos del coro ,84601.0,7.6,8
Vega Film,Los chicos del coro ,84601.0,7.6,8
Canal+,Los chicos del coro ,84601.0,7.6,8
Lionsgate,Saw ,106083.0,7.2,8
Walt Disney Feature Animation,Destino. El encuentro de dos grandes genios (C),2377.0,6.9,8
Walt Disney Pictures,Destino. El encuentro de dos grandes genios (C),2377.0,6.9,8
Walt Disney Pictures,Buscando a Nemo ,142625.0,7.5,8
Pixar Animation Studios,Buscando a Nemo ,142625.0,7.5,8
Pixar Animation Studios,Saltando (C),4199.0,6.0,8
El Deseo,Mi vida sin mí ,58656.0,7.6,8
Milestone Entertainment,Mi vida sin mí ,58656.0,7.6,8
Antena 3 Televisión,Mi vida sin mí ,58656.0,7.6,8
Vía Digital,Mi vida sin mí ,58656.0,7.6,8
R.P. Productions,El pianista ,152432.0,8.2,8
Heritage Films,El pianista ,152432.0,8.2,8
Studio Babelsberg,El pianista ,152432.0,8.2,8
Runteam Ltd,El pianista ,152432.0,8.2,8
Zanuck Company,Camino a la perdición ,83563.0,7.6,8
DreamWorks SKG,Camino a la perdición ,83563.0,7.6,8
20th Century Fox,Camino a la perdición ,83563.0,7.6,8
DreamWorks SKG,Atrápame si puedes ,88390.0,7.3,8
Kemp Company,Atrápame si puedes ,88390.0,7.3,8
Splendid Pictures,Atrápame si puedes ,88390.0,7.3,8
Parkes+MacDonald Image Nation,Atrápame si puedes ,88390.0,7.3,8
Amblin Entertainment,Atrápame si puedes ,88390.0,7.3,8
Muse Entertainment,Atrápame si puedes ,88390.0,7.3,8
DreamWorks SKG,The Ring (La señal) ,75819.0,6.4,8
BenderSpink,The Ring (La señal) ,75819.0,6.4,8
El Deseo,Hable con ella ,55253.0,7.1,8
Claudie Ossard,Amélie ,156995.0,7.8,8
UGC Images,Amélie ,156995.0,7.8,8
Walt Disney Pictures,"Monstruos, S.A. ",144072.0,7.6,8
Pixar Animation Studios,"Monstruos, S.A. ",144072.0,7.6,8
New Line Cinema,Yo soy Sam ,37948.0,7.4,8
Cruise-Wagner Productions,Los otros ,149560.0,7.5,8
Sogecine,Los otros ,149560.0,7.5,8
Canal+ España,Los otros ,149560.0,7.5,8
Sogepaq,Los otros ,149560.0,7.5,8
Dimension Films,Los otros ,149560.0,7.5,8
Las Producciones del Escorpión,Los otros ,149560.0,7.5,8
Miramax,Los otros ,149560.0,7.5,8
Warner Bros. Home Entertainment,"Stanley Kubrick, una vida en imágenes ",2793.0,7.2,8
Wingnut Films,El señor de los anillos: La comunidad del anillo ,191813.0,8.0,8
New Line Cinema,El señor de los anillos: La comunidad del anillo ,191813.0,8.0,8
20th Century Fox,Náufrago ,85477.0,7.2,8
DreamWorks SKG,Náufrago ,85477.0,7.2,8
ImageMovers,Náufrago ,85477.0,7.2,8
Playtone,Náufrago ,85477.0,7.2,8
Working Title Films,Billy Elliot (Quiero bailar) ,71470.0,7.4,8
BBC Film,Billy Elliot (Quiero bailar) ,71470.0,7.4,8
The Arts Council,Billy Elliot (Quiero bailar) ,71470.0,7.4,8
WT2,Billy Elliot (Quiero bailar) ,71470.0,7.4,8
Warner Bros.,La milla verde ,108208.0,7.9,8
Castle Rock Entertainment,La milla verde ,108208.0,7.9,8
Centropolis Film Productions,Nivel 13 ,12498.0,6.6,8
Columbia Pictures,Nivel 13 ,12498.0,6.6,8
Roland Emmerich,Nivel 13 ,12498.0,6.6,8
Alliance Atlantis Communications,eXistenZ ,13493.0,6.2,8
Serendipity Point Films,eXistenZ ,13493.0,6.2,8
Natural Nylon Entertainment,eXistenZ ,13493.0,6.2,8
Dimension Films,eXistenZ ,13493.0,6.2,8
Canadian Television Fund,eXistenZ ,13493.0,6.2,8
The Harold Greenberg Fund,eXistenZ ,13493.0,6.2,8
The Movie Network (TMN),eXistenZ ,13493.0,6.2,8
Téléfilm Canada,eXistenZ ,13493.0,6.2,8
UGC Images,eXistenZ ,13493.0,6.2,8
David Cronenberg,eXistenZ ,13493.0,6.2,8
Warner Bros.,Matrix ,195470.0,7.9,8
Village Roadshow,Matrix ,195470.0,7.9,8
Groucho Film Partnership,Matrix ,195470.0,7.9,8
Joel Silver,Matrix ,195470.0,7.9,8
New Line Cinema,Dark City ,27807.0,6.9,8
Mystery Clock Cinema,Dark City ,27807.0,6.9,8
20th Century Fox,Algo pasa con Mary ,155672.0,6.2,8
Paramount Pictures,El show de Truman ,124766.0,7.7,8
Scott Rudin Productions,El show de Truman ,124766.0,7.7,8
DreamWorks SKG,Salvar al soldado Ryan ,140998.0,7.8,8
Paramount Pictures,Salvar al soldado Ryan ,140998.0,7.8,8
Amblin Entertainment,Salvar al soldado Ryan ,140998.0,7.8,8
Wega-Film,Funny Games ,41919.0,7.4,8
Las Producciones del Escorpión,Abre los ojos ,71314.0,7.3,8
Sogetel,Abre los ojos ,71314.0,7.3,8
Les Films Alain Sarde,Abre los ojos ,71314.0,7.3,8
Lucky Red,Abre los ojos ,71314.0,7.3,8
Melampo Cinematografica,La vida es bella ,191169.0,8.5,8
Cecchi Gori Group Tiger Cinematografica,La vida es bella ,191169.0,8.5,8
Miramax,La vida es bella ,191169.0,8.5,8
Cube Libre,Cube ,74630.0,7.0,8
The Feature Film Project,Cube ,74630.0,7.0,8
The Harold Greenberg Fund,Cube ,74630.0,7.0,8
Odeon Films,Cube ,74630.0,7.0,8
Ontario Film Development Corporation,Cube ,74630.0,7.0,8
Téléfilm Canada,Cube ,74630.0,7.0,8
Viacom Canada,Cube ,74630.0,7.0,8
Warner Bros.,Sleepers ,46298.0,7.4,8
Propaganda Films,Sleepers ,46298.0,7.4,8
Baltimore Pictures,Sleepers ,46298.0,7.4,8
Polygram Filmed Entertainment,Sleepers ,46298.0,7.4,8
Warner Bros.,Sleepers ,46298.0,7.4,8
Film4 Productions,Trainspotting ,136641.0,8.1,8
Figment Film,Trainspotting ,136641.0,8.1,8
The Noel Gay Motion Picture Company,Trainspotting ,136641.0,8.1,8
Polygram Filmed Entertainment,Sospechosos habituales ,86237.0,8.0,8
Spelling Films,Sospechosos habituales ,86237.0,8.0,8
Pixar Animation Studios,Toy Story ,159007.0,7.7,8
Walt Disney Pictures,Toy Story ,159007.0,7.7,8
El Deseo,La flor de mi secreto ,10644.0,6.3,8
Ciby 2000,La flor de mi secreto ,10644.0,6.3,8
Warner Bros.,Los puentes de Madison ,76553.0,7.5,8
Amblin Entertainment,Los puentes de Madison ,76553.0,7.5,8
Malpaso Productions,Los puentes de Madison ,76553.0,7.5,8
Miramax,Pulp Fiction ,201917.0,8.6,8
A Band Apart,Pulp Fiction ,201917.0,8.6,8
Jersey Films,Pulp Fiction ,201917.0,8.6,8
Lawrence Bender,Pulp Fiction ,201917.0,8.6,8
Gracie Films,Los Simpson: La casa-árbol del terror V (TV),6264.0,8.1,8
20th Century Fox Television,Los Simpson: La casa-árbol del terror V (TV),6264.0,8.1,8
Film Roman,Los Simpson: La casa-árbol del terror V (TV),6264.0,8.1,8
Gaumont,El profesional (Léon) ,72434.0,7.6,8
Les Films du Dauphin,El profesional (Léon) ,72434.0,7.6,8
Universal Pictures,Parque Jurásico (Jurassic Park) ,147220.0,7.1,8
Amblin Entertainment,Parque Jurásico (Jurassic Park) ,147220.0,7.1,8
Touchstone Pictures,Pesadilla antes de Navidad ,104048.0,7.7,8
Skellington Productions,Pesadilla antes de Navidad ,104048.0,7.7,8
Tim Burton,Pesadilla antes de Navidad ,104048.0,7.7,8
Walt Disney Pictures,Aladdin ,104404.0,7.4,8
Walt Disney Feature Animation,Aladdin ,104404.0,7.4,8
Carolco Pictures,Terminator 2: El juicio final ,128101.0,7.5,8
Pacific Western,Terminator 2: El juicio final ,128101.0,7.5,8
Lightstorm Entertainment,Terminator 2: El juicio final ,128101.0,7.5,8
James Cameron,Terminator 2: El juicio final ,128101.0,7.5,8
TriStar Pictures,Terminator 2: El juicio final ,128101.0,7.5,8
Walt Disney Pictures,La bella y la bestia ,115465.0,7.3,8
Silver Screen Partners IV,La bella y la bestia ,115465.0,7.3,8
Walt Disney Feature Animation,La bella y la bestia ,115465.0,7.3,8
Orion Pictures,Bailando con lobos ,88399.0,7.4,8
Tig Productions,Bailando con lobos ,88399.0,7.4,8
20th Century Fox,Muerte entre las flores ,58864.0,7.8,8
Circle Films,Muerte entre las flores ,58864.0,7.8,8
20th Century Fox,Eduardo Manostijeras ,119375.0,7.7,8
Tim Burton,Eduardo Manostijeras ,119375.0,7.7,8
Warner Bros.,Uno de los nuestros ,112853.0,8.4,8
Carolco Pictures,Desafío total ,71156.0,6.8,8
TriStar Pictures,Desafío total ,71156.0,6.8,8
Geffen Pictures,Bitelchús ,50906.0,6.8,8
Warner Bros.,Bitelchús ,50906.0,6.8,8
20th Century Fox,Big ,87508.0,6.3,8
Gracie Films,Big ,87508.0,6.3,8
Alive Films,Están vivos ,12849.0,6.4,8
Constantin Film,El nombre de la rosa ,98259.0,7.8,8
ZDF,El nombre de la rosa ,98259.0,7.8,8
Cristaldifilm,El nombre de la rosa ,98259.0,7.8,8
Radiotelevisione Italiana (RAI),El nombre de la rosa ,98259.0,7.8,8
Les Films Ariane,El nombre de la rosa ,98259.0,7.8,8
France 3 Cinéma,El nombre de la rosa ,98259.0,7.8,8
Warner Bros.,El color púrpura ,22721.0,7.4,8
Amblin Entertainment,El color púrpura ,22721.0,7.4,8
CFDC,Videodrome ,13608.0,6.6,8
Filmplan,Videodrome ,13608.0,6.6,8
Guardian Trust Company,Videodrome ,13608.0,6.6,8
Famous Players Limited,Videodrome ,13608.0,6.6,8
Universal Pictures,Videodrome ,13608.0,6.6,8
Universal Pictures,La cosa (El enigma de otro mundo) ,49621.0,7.3,8
Turman-Foster Company,La cosa (El enigma de otro mundo) ,49621.0,7.3,8
Universal Pictures,E.T. el extraterrestre ,154676.0,7.5,8
Amblin Entertainment,E.T. el extraterrestre ,154676.0,7.5,8
Columbia Pictures,Kramer contra Kramer ,42426.0,7.2,8
20th Century Fox,"Alien, el octavo pasajero ",122863.0,8.0,8
Brandywine Productions,"Alien, el octavo pasajero ",122863.0,8.0,8
Columbia Pictures,El expreso de medianoche ,29752.0,7.7,8
Casablanca Filmworks,El expreso de medianoche ,29752.0,7.7,8
David Puttnam,El expreso de medianoche ,29752.0,7.7,8
Bryanston Picture,La matanza de Texas ,45985.0,6.7,8
Tobe Hooper,La matanza de Texas ,45985.0,6.7,8
Warner Bros.,El exorcista ,100904.0,7.6,8
Hoya Productions,El exorcista ,100904.0,7.6,8
British Lion Film Corporation,El hombre de mimbre ,8258.0,7.0,8
Warner Bros.,Bonnie y Clyde ,17716.0,7.3,8
Seven Arts Pictures,Bonnie y Clyde ,17716.0,7.3,8
Paramount Pictures,Plan diabólico ,3331.0,7.1,8
Universal Pictures,Los pájaros ,55983.0,7.8,8
Alfred Hitchcock,Los pájaros ,55983.0,7.8,8
The Mirisch Corporation,La gran evasión ,67324.0,8.2,8
United Artists,La gran evasión ,67324.0,8.2,8
Warner Bros.,¿Qué fue de Baby Jane? ,17753.0,8.2,8
20th Century Fox,El buscavidas ,30418.0,8.2,8
Pathé Consortium Cinéma (P.A.C.),La dolce vita ,25447.0,7.7,8
Riama Film,La dolce vita ,25447.0,7.7,8
Gray-Film,La dolce vita ,25447.0,7.7,8
Filmsonor,La evasión ,12878.0,8.4,8
Play Art,La evasión ,12878.0,8.4,8
Titanus,La evasión ,12878.0,8.4,8
Les Films du Carrosse,Los cuatrocientos golpes ,32060.0,8.1,8
Metro-Goldwyn-Mayer (MGM),Con la muerte en los talones ,69924.0,8.2,8
Toho,El hombre del carrito ,775.0,7.5,8
Lopert Films,Las noches de Cabiria ,8511.0,8.2,8
Svensk Filmindustri (SF),El séptimo sello ,35041.0,8.1,8
Harris-Kubrick Productions,Atraco perfecto ,26261.0,7.9,8
United Artists,Atraco perfecto ,26261.0,7.9,8
Palladium Films,Ordet (La palabra) ,11822.0,8.2,8
Warner Bros.,Crimen perfecto ,28242.0,8.2,8
Ponti-De Laurentiis Cinematografica,La strada ,13002.0,8.2,8
Rizzoli Film,Umberto D. ,8015.0,8.1,8
Warner Bros.,Extraños en un tren ,21446.0,7.8,8
Ultramar Films,Los olvidados ,14495.0,8.3,8
Warner Bros.,El tesoro de Sierra Madre ,15626.0,8.1,8
Paramount Pictures,Días sin huella ,10265.0,7.9,8
Selznick International Pictures,Recuerda ,20606.0,7.7,8
Paramount Pictures,Perdición ,33852.0,8.4,8
United Artists,La diligencia ,27760.0,8.0,8
Warner Bros.,Los violentos años veinte ,6380.0,8.0,8
Hal B. Wallis,Los violentos años veinte ,6380.0,8.0,8
Nero Film,El testamento del Dr. Mabuse ,3767.0,7.9,8
United Artists,El circo ,7953.0,8.0,8
U.F.A,Metrópolis ,38824.0,8.2,8
Fox Film Corporation,Amanecer ,14429.0,8.4,8
United Artists,La quimera del oro ,28003.0,8.4,8
Prana-Film GmbH,Nosferatu ,30417.0,8.0,8
Charles Chaplin,El chico ,33043.0,8.4,8
First National Pictures,El chico ,33043.0,8.4,8
Star-Film,Viaje a la Luna (C),22036.0,7.7,8
Endeavor Content,Separación (Serie de TV),7247.0,7.9,7
Red Hour,Separación (Serie de TV),7247.0,7.9,7
Apple TV+,Separación (Serie de TV),7247.0,7.9,7
Plan B Entertainment,Blonde ,9439.0,5.7,7
Netflix,Blonde ,9439.0,5.7,7
ShadowMachine Films,Pinocho de Guillermo del Toro ,9816.0,7.0,7
Jim Henson Company,Pinocho de Guillermo del Toro ,9816.0,7.0,7
Netflix,Pinocho de Guillermo del Toro ,9816.0,7.0,7
Necropia Entertainment,Pinocho de Guillermo del Toro ,9816.0,7.0,7
Pathé,Pinocho de Guillermo del Toro ,9816.0,7.0,7
Double Dare You,Pinocho de Guillermo del Toro ,9816.0,7.0,7
Netflix Animation,Pinocho de Guillermo del Toro ,9816.0,7.0,7
Netflix,Pinocho de Guillermo del Toro ,9816.0,7.0,7
Warner Bros. Television,Sandman (Serie de TV),6689.0,6.9,7
Netflix,Sandman (Serie de TV),6689.0,6.9,7
DC Comics,Sandman (Serie de TV),6689.0,6.9,7
DC Entertainment,Sandman (Serie de TV),6689.0,6.9,7
Phantom Four Films,Sandman (Serie de TV),6689.0,6.9,7
The Blank Corporation,Sandman (Serie de TV),6689.0,6.9,7
Netflix,Sandman (Serie de TV),6689.0,6.9,7
Double Dare You,El gabinete de curiosidades: El trastero 36 (TV),3704.0,5.8,7
Exile Entertainment,El gabinete de curiosidades: El trastero 36 (TV),3704.0,5.8,7
Guillermo del Toro,El gabinete de curiosidades: El trastero 36 (TV),3704.0,5.8,7
Netflix,El gabinete de curiosidades: El trastero 36 (TV),3704.0,5.8,7
BoulderLight Pictures,Barbarian ,9695.0,6.2,7
Hammerstone Studios,Barbarian ,9695.0,6.2,7
Almost Never Films Inc,Barbarian ,9695.0,6.2,7
Regency Enterprises,Barbarian ,9695.0,6.2,7
Vertigo Entertainment,Barbarian ,9695.0,6.2,7
Alex Lebovici,Barbarian ,9695.0,6.2,7
20th Century Studios,Barbarian ,9695.0,6.2,7
Warner Bros.,The Batman ,31712.0,7.0,7
DC Entertainment,The Batman ,31712.0,7.0,7
6th & Idaho Productions,The Batman ,31712.0,7.0,7
Warner Bros.,The Batman ,31712.0,7.0,7
Nostromo Pictures,Los renglones torcidos de Dios ,18626.0,6.6,7
Atresmedia Cine,Los renglones torcidos de Dios ,18626.0,6.6,7
Filmayer Producción,Los renglones torcidos de Dios ,18626.0,6.6,7
Warner Bros. España,Los renglones torcidos de Dios ,18626.0,6.6,7
Netflix,Los renglones torcidos de Dios ,18626.0,6.6,7
Blueprint Pictures,Almas en pena de Inisherin ,13593.0,7.0,7
Film 4,Almas en pena de Inisherin ,13593.0,7.0,7
Fox Searchlight,Almas en pena de Inisherin ,13593.0,7.0,7
Metropolitan Films International,Almas en pena de Inisherin ,13593.0,7.0,7
Fox Searchlight,Almas en pena de Inisherin ,13593.0,7.0,7
Walt Disney Pictures,Almas en pena de Inisherin ,13593.0,7.0,7
Plattform Produktion,El triángulo de la tristeza ,8343.0,7.1,7
SVT,El triángulo de la tristeza ,8343.0,7.1,7
Film I Väst,El triángulo de la tristeza ,8343.0,7.1,7
arte,El triángulo de la tristeza ,8343.0,7.1,7
Coproduction Office,El triángulo de la tristeza ,8343.0,7.1,7
arte France Cinéma,El triángulo de la tristeza ,8343.0,7.1,7
Eurimages,El triángulo de la tristeza ,8343.0,7.1,7
ZDF/Arte,El triángulo de la tristeza ,8343.0,7.1,7
Imperative Entertainment,El triángulo de la tristeza ,8343.0,7.1,7
BBC Film,El triángulo de la tristeza ,8343.0,7.1,7
Essential Filmproduktion,El triángulo de la tristeza ,8343.0,7.1,7
Sovereign Films,El triángulo de la tristeza ,8343.0,7.1,7
Svenska Filminstitutet,El triángulo de la tristeza ,8343.0,7.1,7
Det Danske Filminstitut,El triángulo de la tristeza ,8343.0,7.1,7
British Film Institute,El triángulo de la tristeza ,8343.0,7.1,7
Nordisk Film,El triángulo de la tristeza ,8343.0,7.1,7
